t,x,y,theta,phi,sr_j,Psx,Psy,d,Cs,Cs1,Cs2,Cs3,d_ave,x_d1,x_d2,x_d3,nu1,nu2,torque_fl,torque_fr,torque_rl,torque_rr,lamda1,lambda2,lambda3,lambda4,Q_phi, Q_varphif, Q_varphir
131.38,5.3168,0.962732,0.0400165,-0.0649181,81341,5.31613,0.955303,0.00739869,-0.0299058,0.00510971,-0.00514627,-0.0014343,0.00853578,0.0898735,0.00188341,-0.0169566,0.101493,5.10482,1.63092,1.62563,1.64119,1.63587,1.2433,-1.21324,-21.054,-21.1875,0.516454,3.25656,3.27706
131.39,5.31771,0.962772,0.0398459,-0.0648229,81348,5.31706,0.95535,0.00739316,-0.029901,0.00510489,-0.00514759,-0.00144106,0.0085357,0.089874,0.00186793,-0.0169572,0.101493,5.21878,1.63091,1.62563,1.64118,1.63586,1.24328,-1.21324,-21.0539,-21.1873,0.527984,3.25654,3.27704
131.4,5.31862,0.962812,0.0396754,-0.0647276,81355,5.318,0.955398,0.00738749,-0.0298962,0.00510007,-0.00514891,-0.00144784,0.00853561,0.0898745,0.00185244,-0.0169577,0.101493,5.33291,1.6309,1.62562,1.64117,1.63586,1.24326,-1.21324,-21.0538,-21.1873,0.539531,3.25652,3.27703
131.41,5.31952,0.962852,0.0395048,-0.0646322,81362,5.31893,0.955445,0.0073817,-0.0298915,0.00509525,-0.00515025,-0.00145463,0.00853552,0.0898749,0.00183695,-0.0169582,0.101493,5.44721,1.63089,1.62562,1.64116,1.63586,1.24325,-1.21324,-21.0537,-21.1872,0.551094,3.25652,3.27702
131.42,5.32043,0.962893,0.0393342,-0.0645366,81369,5.31987,0.955493,0.00737579,-0.0298867,0.00509043,-0.00515158,-0.00146143,0.00853543,0.0898754,0.00182146,-0.0169588,0.101493,5.56166,1.63089,1.62563,1.64116,1.63586,1.24323,-1.21324,-21.0537,-21.1872,0.562674,3.25651,3.27702
131.43,5.32134,0.962943,0.0391597,-0.0644406,81375,5.32067,0.955533,0.00737352,-0.0298826,0.0050863,-0.00515274,-0.00146727,0.00853535,0.0908449,0.00583026,-0.0175143,0.0902307,5.68261,1.4511,1.44643,1.46023,1.45553,1.1073,-1.07842,-18.733,-18.8517,0.57491,2.89753,2.91577
131.44,5.32225,0.962974,0.0390026,-0.0643458,81382,5.3216,0.955581,0.00736302,-0.0298779,0.00508147,-0.00515409,-0.0014741,0.00853526,0.0912301,0.00351412,-0.0147632,0.0872928,5.79761,1.40311,1.3986,1.41194,1.4074,1.07179,-1.0423,-18.1134,-18.2281,0.586544,2.80171,2.81933
131.45,5.32316,0.962995,0.0388625,-0.0642496,81389,5.32254,0.955628,0.00733952,-0.0298731,0.00507665,-0.00515544,-0.00148094,0.00853517,0.0913099,0.00254833,-0.0135339,0.0868731,5.91273,1.39609,1.3916,1.40487,1.40036,1.06661,-1.03705,-18.0227,-18.1369,0.598191,2.78769,2.80523
131.46,5.32407,0.963013,0.0387233,-0.0641549,81396,5.32347,0.955675,0.00731538,-0.0298684,0.00507183,-0.00515681,-0.00148779,0.00853507,0.0922725,8.17826e-05,-0.0137482,0.0782098,6.02841,1.25639,1.25236,1.26429,1.26024,0.961099,-0.93267,-16.2193,-16.322,0.609894,2.50875,2.52453
131.47,5.32497,0.963053,0.0385765,-0.0640652,81403,5.32441,0.955723,0.00729894,-0.0298636,0.005067,-0.00515818,-0.00149466,0.00853498,0.0882416,0.00658336,-0.0157162,0.115971,6.11551,1.86457,1.8586,1.87633,1.87032,1.41663,-1.38969,-24.0709,-24.2236,0.618706,3.72317,3.74664
131.48,5.32589,0.9631,0.0384005,-0.063975,81409,5.32521,0.955763,0.007302,-0.0298596,0.00506287,-0.00515936,-0.00150056,0.00853489,0.0943066,0.00514492,-0.0174477,0.055925,6.26075,0.899838,0.896961,0.905475,0.902579,0.694357,-0.663765,-11.6167,-11.6899,0.6334,1.7968,1.80805
131.49,5.3268,0.963131,0.038225,-0.0638703,81416,5.32614,0.955811,0.00729081,-0.0298548,0.00505804,-0.00516074,-0.00150745,0.00853479,0.0925561,0.00306736,-0.0171171,0.074218,6.37244,1.19308,1.18927,1.20058,1.19674,0.913428,-0.884924,-15.4022,-15.4997,0.644699,2.38235,2.39732
131.5,5.32769,0.963171,0.0380492,-0.06377,81423,5.32707,0.955858,0.007283,-0.0298501,0.00505322,-0.00516212,-0.00151436,0.0085347,0.0876523,0.00434263,-0.0175409,0.122735,6.47067,1.97279,1.9665,1.98522,1.97889,1.50033,-1.46959,-25.468,-25.6296,0.654638,3.93929,3.96412
131.51,5.32861,0.963214,0.0378719,-0.0636733,81430,5.32801,0.955905,0.00728018,-0.0298454,0.00504839,-0.00516352,-0.00152128,0.0085346,0.0923868,0.00430842,-0.0174539,0.0754397,6.60957,1.21306,1.2092,1.22068,1.2168,0.928884,-0.89953,-15.6603,-15.7594,0.66869,2.42226,2.43748
131.52,5.32951,0.96326,0.0376967,-0.0635802,81437,5.32894,0.955952,0.0072795,-0.0298407,0.00504356,-0.00516492,-0.00152821,0.0085345,0.0898688,0.00521032,-0.0175361,0.100265,6.70956,1.61208,1.60695,1.62223,1.61707,1.22911,-1.19878,-20.8115,-20.9434,0.678806,3.21903,3.2393
131.53,5.33042,0.963302,0.0375351,-0.0634858,81443,5.32974,0.955992,0.00727375,-0.0298366,0.00503942,-0.00516612,-0.00153416,0.00853441,0.0870279,0.00612131,-0.0154124,0.128318,6.80845,2.06273,2.05619,2.07573,2.06915,1.56784,-1.53706,-26.6294,-26.7984,0.688811,4.11892,4.14488
131.54,5.33134,0.963329,0.0373864,-0.0633919,81450,5.33067,0.95604,0.00725728,-0.0298319,0.00503459,-0.00516753,-0.00154112,0.00853431,0.0942715,0.00481834,-0.014511,0.056425,6.95652,0.907537,0.904661,0.913224,0.910331,0.699462,-0.670064,-11.7162,-11.7901,0.703791,1.8122,1.82356
131.55,5.33225,0.96335,0.0372431,-0.0632946,81457,5.33161,0.956087,0.0072333,-0.0298272,0.00502976,-0.00516895,-0.00154809,0.00853421,0.0933335,0.00434813,-0.0147272,0.0659766,7.0674,1.06087,1.05751,1.06753,1.06415,0.814487,-0.785333,-13.6956,-13.7822,0.715009,2.11838,2.13167
131.56,5.33316,0.963399,0.0370624,-0.0632008,81464,5.33254,0.956134,0.00723176,-0.0298225,0.00502493,-0.00517038,-0.00155508,0.00853411,0.0933377,0.00725779,-0.018288,0.0648554,7.17401,1.04393,1.04064,1.05049,1.04718,0.798319,-0.774419,-13.4772,-13.5625,0.725794,2.08457,2.09767
131.57,5.33406,0.963436,0.0368828,-0.0630992,81471,5.33347,0.956181,0.00722576,-0.0298178,0.0050201,-0.00517181,-0.00156208,0.00853401,0.0906595,0.00608861,-0.0179543,0.0920609,7.28855,1.48057,1.4759,1.48988,1.48518,1.12956,-1.10039,-19.114,-19.2351,0.737383,2.95646,2.97507
131.58,5.33496,0.963475,0.0367095,-0.0630034,81477,5.33427,0.956221,0.00722407,-0.0298138,0.00501596,-0.00517304,-0.00156809,0.00853391,0.0899222,0.00318707,-0.0175685,0.100503,7.39497,1.61531,1.61022,1.62549,1.62037,1.22988,-1.20242,-20.8535,-20.9857,0.748149,3.22554,3.24585
131.59,5.33585,0.963515,0.0365378,-0.062914,81484,5.33521,0.956268,0.00722554,-0.0298091,0.00501113,-0.00517448,-0.00157512,0.00853382,0.08832,-0.000871698,-0.016887,0.118002,7.49352,1.89528,1.88932,1.90722,1.90123,1.44134,-1.4123,-24.4677,-24.623,0.758119,3.7846,3.80845
131.6,5.33676,0.96357,0.0363622,-0.0628257,81491,5.33614,0.956315,0.00722904,-0.0298044,0.00500629,-0.00517593,-0.00158216,0.00853372,0.0905057,0.00275579,-0.0174152,0.0948331,7.61635,1.52412,1.51933,1.53371,1.52889,1.16366,-1.13255,-19.6763,-19.8009,0.770547,3.04345,3.0626
131.61,5.33767,0.963631,0.0361896,-0.0627403,81498,5.33707,0.956362,0.00723483,-0.0297998,0.00500146,-0.00517739,-0.00158921,0.00853362,0.0908771,0.00897431,-0.0168635,0.0888673,7.72108,1.42992,1.42544,1.43892,1.43441,1.09141,-1.06221,-18.4605,-18.5774,0.781141,2.85536,2.87333
131.62,5.33858,0.963671,0.0360153,-0.0626469,81505,5.33801,0.956409,0.00723269,-0.0297951,0.00499662,-0.00517885,-0.00159628,0.00853352,0.0917365,0.00653589,-0.0176045,0.0811705,7.83362,1.30571,1.30162,1.31392,1.30981,0.997194,-0.969687,-16.8569,-16.9636,0.792528,2.60733,2.62373
131.63,5.33949,0.963709,0.0358468,-0.06255,81511,5.3388,0.956449,0.00722746,-0.0297911,0.00499248,-0.00518011,-0.00160235,0.00853342,0.0908659,0.00561916,-0.0167173,0.0902086,7.94703,1.45055,1.44601,1.45968,1.45511,1.1071,-1.07787,-18.7267,-18.8454,0.804001,2.89656,2.91479
131.64,5.34039,0.963753,0.0356765,-0.0624584,81518,5.33974,0.956495,0.00722453,-0.0297864,0.00498764,-0.00518158,-0.00160944,0.00853332,0.0916073,0.00630241,-0.0173904,0.0825601,8.06195,1.32794,1.3238,1.33629,1.33212,1.01524,-0.985565,-17.144,-17.2525,0.815628,2.65174,2.66841
131.65,5.3413,0.963787,0.0355068,-0.0623638,81525,5.34067,0.956542,0.00721976,-0.0297818,0.0049828,-0.00518306,-0.00161655,0.00853322,0.0906376,0.00250095,-0.0169232,0.0936108,8.16434,1.50437,1.49968,1.51384,1.50912,1.14655,-1.11916,-19.4215,-19.5446,0.825986,3.00404,3.02295
131.66,5.3422,0.963823,0.035338,-0.062272,81532,5.3416,0.956589,0.00721669,-0.0297771,0.00497796,-0.00518455,-0.00162367,0.00853312,0.0885718,-0.00129014,-0.0166857,0.115599,8.26367,1.85654,1.85076,1.86824,1.86243,1.41229,-1.3832,-23.968,-24.1201,0.836036,3.70731,3.73067
131.67,5.34311,0.963874,0.0351653,-0.0621812,81539,5.34253,0.956636,0.00721603,-0.0297725,0.00497313,-0.00518604,-0.00163081,0.00853302,0.0907453,0.00233341,-0.017268,0.0925956,8.38903,1.48803,1.4834,1.49739,1.49274,1.13646,-1.10553,-19.2107,-19.3323,0.848718,2.97143,2.99013
131.68,5.34402,0.96393,0.0349965,-0.0620908,81545,5.34333,0.956676,0.00721713,-0.0297685,0.00496898,-0.00518733,-0.00163694,0.00853292,0.0911072,0.00834797,-0.0165262,0.0868697,8.49992,1.3976,1.39326,1.40639,1.40203,1.06717,-1.03797,-18.0435,-18.1578,0.859937,2.79087,2.80842
131.69,5.34493,0.963968,0.0348231,-0.061996,81552,5.34426,0.956722,0.00721286,-0.0297639,0.00496414,-0.00518883,-0.0016441,0.00853282,0.0919698,0.00647967,-0.017513,0.0789111,8.6143,1.26937,1.26544,1.27735,1.2734,0.969807,-0.942457,-16.388,-16.4918,0.871509,2.53481,2.55075
131.7,5.34584,0.964006,0.0346537,-0.0619005,81559,5.3452,0.956769,0.00720703,-0.0297593,0.00495929,-0.00519034,-0.00165128,0.00853272,0.0909764,0.00580889,-0.0168059,0.0890809,8.72552,1.43247,1.42804,1.44148,1.43702,1.09336,-1.06437,-18.4936,-18.6108,0.882761,2.86051,2.8785
131.71,5.34674,0.96405,0.034482,-0.0618082,81566,5.34613,0.956816,0.00720441,-0.0297546,0.00495445,-0.00519186,-0.00165847,0.00853262,0.0917905,0.00641428,-0.0174738,0.0807417,8.84146,1.29875,1.29474,1.30692,1.30288,0.993174,-0.963715,-16.7674,-16.8735,0.894491,2.59349,2.6098
131.72,5.34765,0.964083,0.0343109,-0.0617128,81573,5.34706,0.956862,0.00719959,-0.02975,0.00494961,-0.00519339,-0.00166567,0.00853252,0.090785,0.00223606,-0.0169807,0.092235,8.94496,1.48217,1.4776,1.4915,1.4869,1.1299,-1.10249,-19.1353,-19.2566,0.904961,2.95977,2.97841
131.73,5.34855,0.964119,0.0341415,-0.0616202,81580,5.34799,0.956909,0.00719623,-0.0297454,0.00494476,-0.00519492,-0.00167289,0.00853242,0.0885921,-0.00146494,-0.0167145,0.115419,9.04459,1.85357,1.84786,1.86525,1.85951,1.41008,-1.38096,-23.93,-24.0819,0.915041,3.70143,3.72476
131.74,5.34946,0.964169,0.033968,-0.0615263,81586,5.34879,0.956948,0.00719539,-0.0297414,0.00494061,-0.00519624,-0.00167909,0.00853231,0.0908241,0.00205118,-0.017306,0.0919089,9.17369,1.4769,1.47236,1.48619,1.48162,1.12805,-1.09722,-19.0673,-19.188,0.928102,2.94925,2.96781
131.75,5.35037,0.964226,0.0337985,-0.0614376,81593,5.34972,0.956995,0.00719631,-0.0297368,0.00493577,-0.00519778,-0.00168634,0.00853221,0.0912279,0.00826669,-0.0165436,0.0857685,9.28274,1.37987,1.37563,1.38855,1.38429,1.05376,-1.02472,-17.8149,-17.9277,0.939135,2.75551,2.77284
131.76,5.35129,0.964264,0.0336235,-0.0613426,81600,5.35065,0.957041,0.00719262,-0.0297322,0.00493092,-0.00519933,-0.0016936,0.00853211,0.0920841,0.00669533,-0.0176939,0.0777512,9.39742,1.2508,1.24696,1.25866,1.2548,0.955671,-0.928594,-16.1485,-16.2508,0.950737,2.49776,2.51347
131.77,5.35219,0.964304,0.0334521,-0.0612467,81607,5.35158,0.957088,0.00718768,-0.0297277,0.00492607,-0.00520089,-0.00170088,0.00853201,0.0909982,0.00604343,-0.0169344,0.0888314,9.50865,1.42851,1.42414,1.4375,1.4331,1.09023,-1.06146,-18.4429,-18.5597,0.96199,2.85265,2.8706
131.78,5.3531,0.964348,0.0332784,-0.0611543,81614,5.35251,0.957134,0.00718606,-0.0297231,0.00492122,-0.00520245,-0.00170817,0.00853191,0.0918767,0.0066405,-0.017669,0.0798598,9.62512,1.28465,1.28072,1.29272,1.28877,0.982405,-0.953201,-16.5856,-16.6906,0.973773,2.56537,2.5815
131.79,5.35401,0.964382,0.033105,-0.0610585,81621,5.35344,0.95718,0.00718214,-0.0297185,0.00491637,-0.00520402,-0.00171548,0.0085318,0.0907959,0.00223267,-0.0172587,0.092133,9.72886,1.48052,1.476,1.48984,1.48529,1.12862,-1.10127,-19.1143,-19.2354,0.984269,2.95652,2.97513
131.8,5.35491,0.964419,0.0329332,-0.0609637,81627,5.35424,0.95722,0.00718043,-0.0297146,0.00491222,-0.00520537,-0.00172175,0.0085317,0.0885102,-0.00137346,-0.0170051,0.11617,9.83075,1.86562,1.85993,1.87737,1.87165,1.41911,-1.39001,-24.0859,-24.2387,0.994577,3.72555,3.74902
131.81,5.35582,0.964471,0.032757,-0.0608724,81634,5.35517,0.957266,0.00718133,-0.02971,0.00490737,-0.00520696,-0.00172908,0.0085316,0.0908006,0.00205582,-0.0176106,0.0921465,9.9569,1.4807,1.4762,1.49002,1.48548,1.13081,-1.10013,-19.1167,-19.2378,1.00734,2.9569,2.9755
131.82,5.35673,0.964529,0.0325853,-0.0607837,81641,5.3561,0.957313,0.00718375,-0.0297054,0.00490251,-0.00520855,-0.00173643,0.0085315,0.0912489,0.00831909,-0.0167065,0.0856216,10.066,1.37752,1.37334,1.38619,1.38198,1.05186,-1.02303,-17.7849,-17.8975,1.01838,2.75086,2.76816
131.83,5.35764,0.964569,0.0324079,-0.060689,81648,5.35703,0.957359,0.00718177,-0.0297008,0.00489766,-0.00521014,-0.00174379,0.0085314,0.0921042,0.00695138,-0.0179168,0.0775278,10.1804,1.24729,1.2435,1.25513,1.25132,0.952834,-0.926045,-16.1035,-16.2054,1.02996,2.49079,2.50645
131.84,5.35855,0.96461,0.0322339,-0.0605929,81655,5.35796,0.957405,0.00717822,-0.0296963,0.00489281,-0.00521174,-0.00175117,0.00853129,0.0909487,0.00634847,-0.0171431,0.0892821,10.2916,1.43583,1.43148,1.44486,1.44049,1.09556,-1.06703,-18.5377,-18.6551,1.0412,2.86731,2.88535
131.85,5.35946,0.964655,0.0320578,-0.0604982,81661,5.35876,0.957445,0.00717811,-0.0296924,0.00488865,-0.00521312,-0.00175751,0.00853119,0.0918824,0.00690604,-0.0178925,0.0797788,10.4111,1.28343,1.27954,1.29149,1.28759,0.981303,-0.95236,-16.5701,-16.675,1.05329,2.56297,2.57908
131.86,5.36037,0.96471,0.0318854,-0.0604104,81668,5.35969,0.957491,0.00718207,-0.0296878,0.00488379,-0.00521474,-0.00176491,0.00853109,0.0927567,0.0103341,-0.0168719,0.0699545,10.5169,1.12643,1.12302,1.1335,1.13008,0.860921,-0.835732,-14.5433,-14.6353,1.064,2.24945,2.26359
131.87,5.36127,0.964733,0.0317155,-0.060315,81675,5.36062,0.957537,0.00717594,-0.0296833,0.00487894,-0.00521636,-0.00177233,0.00853098,0.0899686,0.00094163,-0.0168405,0.100823,10.6177,1.61971,1.61483,1.62991,1.62499,1.2345,-1.20508,-20.9116,-21.0442,1.0742,3.23454,3.2549
131.88,5.36217,0.964776,0.0315433,-0.0602228,81682,5.36155,0.957583,0.00717364,-0.0296787,0.00487408,-0.00521799,-0.00177977,0.00853088,0.0899713,0.00142037,-0.0171324,0.100643,10.736,1.61697,1.6121,1.62714,1.62224,1.23524,-1.20123,-20.8763,-21.0085,1.08617,3.22907,3.24938
131.89,5.36307,0.964822,0.0313635,-0.0601282,81689,5.36248,0.957629,0.00717424,-0.0296742,0.00486922,-0.00521963,-0.00178722,0.00853078,0.0899529,0.00226584,-0.0174198,0.100562,10.8403,1.61588,1.61103,1.62606,1.62117,1.23062,-1.20272,-20.8623,-20.9946,1.09671,3.22691,3.24723
131.9,5.36397,0.964852,0.031196,-0.0600312,81696,5.36341,0.957675,0.00716593,-0.0296697,0.00486436,-0.00522127,-0.00179469,0.00853068,0.088095,-0.00165454,-0.0166794,0.12036,10.9476,1.9328,1.927,1.94498,1.93914,1.47014,-1.44014,-24.9539,-25.1122,1.10757,3.8598,3.88412
131.91,5.36489,0.964909,0.0310183,-0.0599401,81702,5.36421,0.957714,0.00716876,-0.0296658,0.0048602,-0.00522268,-0.0018011,0.00853057,0.093605,0.00376061,-0.0183091,0.0635953,11.0893,1.02261,1.01955,1.02902,1.02594,0.78593,-0.75646,-13.2029,-13.2863,1.1219,2.04216,2.05497
131.92,5.36579,0.964956,0.0308449,-0.0598447,81709,5.36514,0.95776,0.0071663,-0.0296613,0.00485533,-0.00522433,-0.00180859,0.00853047,0.0912505,0.00655874,-0.0168686,0.0862693,11.1895,1.38744,1.38329,1.39617,1.39199,1.05862,-1.03107,-17.9133,-18.0267,1.13204,2.77073,2.78816
131.93,5.3667,0.964983,0.0306775,-0.0597477,81716,5.36607,0.957806,0.00715605,-0.0296568,0.00485047,-0.005226,-0.0018161,0.00853036,0.0905996,0.00215982,-0.0172023,0.0941372,11.3478,1.51272,1.5082,1.52218,1.51764,1.17214,-1.11338,-19.5307,-19.6536,1.14806,3.02093,3.03982
131.94,5.3676,0.96503,0.0305021,-0.0596586,81723,5.367,0.957852,0.0071598,-0.0296523,0.00484561,-0.00522766,-0.00182362,0.00853026,0.0907731,0.00134635,-0.0177119,0.0926523,11.4082,1.48858,1.48414,1.49795,1.49348,1.13529,-1.10702,-19.2189,-19.3407,1.15417,2.97272,2.99143
131.95,5.36851,0.965087,0.0303362,-0.0595727,81730,5.36792,0.957898,0.00716218,-0.0296478,0.00484075,-0.00522934,-0.00183116,0.00853016,0.0902142,0.00771945,-0.0161212,0.0963024,11.5121,1.5488,1.54419,1.55855,1.55391,1.18053,-1.15173,-19.9967,-20.1234,1.16468,3.09299,3.11245
131.96,5.36942,0.965119,0.0301693,-0.0594769,81736,5.36872,0.957937,0.00715561,-0.0296439,0.00483658,-0.00523078,-0.00183764,0.00853005,0.0922083,0.00423168,-0.0167792,0.0774351,11.6355,1.24491,1.24121,1.25274,1.24901,0.952319,-0.923758,-16.0732,-16.1749,1.17716,2.48612,2.50175
131.97,5.37032,0.965164,0.0300001,-0.0593853,81743,5.36965,0.957983,0.00715221,-0.0296394,0.00483171,-0.00523247,-0.00184521,0.00852995,0.0907892,0.00630175,-0.0174117,0.0910024,11.7397,1.46344,1.45909,1.47264,1.46827,1.11669,-1.08752,-18.8946,-19.0143,1.1877,2.92253,2.94091
131.98,5.37123,0.965185,0.0298364,-0.0592861,81750,5.37058,0.958029,0.00713983,-0.0296349,0.00482684,-0.00523416,-0.00185279,0.00852984,0.0902156,-2.69598e-05,-0.0163367,0.0986374,11.8542,1.58431,1.57962,1.59428,1.58956,1.20865,-1.17813,-20.4551,-20.5847,1.19929,3.16393,3.18384
131.99,5.37213,0.965227,0.0296652,-0.0591905,81757,5.37151,0.958074,0.00713418,-0.0296304,0.00482198,-0.00523587,-0.00186039,0.00852974,0.0899603,0.00186205,-0.0166519,0.100626,11.9652,1.61673,1.61195,1.62691,1.6221,1.23169,-1.20314,-20.8738,-21.0061,1.21052,3.22868,3.24901
132,5.37304,0.965258,0.02949,-0.0590877,81764,5.37244,0.95812,0.00712314,-0.0296259,0.00481711,-0.00523757,-0.00186801,0.00852963,0.0901375,3.31246e-05,-0.0177406,0.0993956,12.0914,1.5965,1.59178,1.60655,1.6018,1.21777,-1.1873,-20.6125,-20.7431,1.22328,3.18828,3.20835
132.01,5.37394,0.9653,0.0293213,-0.0589925,81771,5.37336,0.958166,0.00711767,-0.0296215,0.00481224,-0.00523929,-0.00187564,0.00852952,0.0919156,0.00235735,-0.0167119,0.0809372,12.2157,1.30065,1.29681,1.30882,1.30496,0.995297,-0.965074,-16.7929,-16.8991,1.23586,2.59746,2.61378
132.02,5.37485,0.96534,0.0291455,-0.0588875,81777,5.37416,0.958205,0.00710662,-0.0296176,0.00480806,-0.00524077,-0.00188219,0.00852942,0.0911438,0.0062466,-0.0183064,0.0875164,12.3371,1.4075,1.40336,1.41635,1.41218,1.07428,-1.04573,-18.1727,-18.2878,1.24815,2.81086,2.82854
132.03,5.37576,0.965385,0.0289677,-0.0587944,81784,5.37509,0.958251,0.00710912,-0.0296132,0.00480319,-0.00524249,-0.00188985,0.00852931,0.0926279,0.00475591,-0.0167536,0.0731251,12.4561,1.17581,1.17235,1.18319,1.17972,0.900574,-0.871712,-15.1812,-15.2772,1.26019,2.34816,2.36291
132.04,5.37666,0.965412,0.0288195,-0.0587074,81791,5.37602,0.958296,0.00710034,-0.0296087,0.00479832,-0.00524423,-0.00189753,0.0085292,0.0907093,-0.000389541,-0.0146334,0.0937967,12.5466,1.50645,1.50203,1.51593,1.51149,1.14883,-1.12052,-19.4501,-19.5734,1.26934,3.00848,3.02742
132.05,5.37757,0.965452,0.0286774,-0.0586235,81798,5.37694,0.958342,0.00708899,-0.0296042,0.00479345,-0.00524597,-0.00190522,0.00852909,0.092609,0.00390818,-0.0144444,0.0735691,12.6562,1.18256,1.17909,1.18999,1.1865,0.904098,-0.877865,-15.2684,-15.365,1.28043,2.36165,2.37649
132.06,5.37847,0.965486,0.0285288,-0.0585381,81805,5.37787,0.958387,0.00707933,-0.0295998,0.00478857,-0.00524772,-0.00191292,0.00852898,0.0925044,0.00364159,-0.0151845,0.0746944,12.7573,1.20061,1.1971,1.20816,1.20462,0.91749,-0.89153,-15.5015,-15.5996,1.29065,2.39771,2.41278
132.07,5.37938,0.965519,0.0283736,-0.0584473,81812,5.3788,0.958433,0.00706838,-0.0295954,0.0047837,-0.00524948,-0.00192065,0.00852887,0.0922069,0.00359284,-0.0157738,0.0776857,12.8647,1.24867,1.24502,1.25652,1.25285,0.953667,-0.927566,-16.1221,-16.2242,1.30152,2.49369,2.50938
132.08,5.38028,0.965552,0.0282144,-0.0583515,81818,5.37959,0.958472,0.00705771,-0.0295915,0.00477952,-0.00525099,-0.00192728,0.00852876,0.0920422,0.003635,-0.0160697,0.0793237,12.9784,1.275,1.27129,1.28302,1.27928,0.973441,-0.947333,-16.4621,-16.5664,1.31303,2.54629,2.56231
132.09,5.38117,0.965579,0.0280619,-0.0582611,81825,5.38052,0.958517,0.00704683,-0.0295871,0.00477464,-0.00525276,-0.00193503,0.00852865,0.0899582,-0.000222551,-0.0152594,0.101247,13.0769,1.62612,1.62139,1.63636,1.6316,1.23868,-1.21038,-20.9954,-21.1285,1.32299,3.24751,3.26796
132.1,5.38207,0.96562,0.0279149,-0.0581758,81832,5.38145,0.958562,0.00703737,-0.0295827,0.00476976,-0.00525453,-0.0019428,0.00852853,0.091987,0.00397957,-0.0147878,0.0797875,13.1888,1.28245,1.27872,1.29052,1.28677,0.979087,-0.95289,-16.5584,-16.6632,1.33431,2.56118,2.57729
132.11,5.38297,0.965654,0.027772,-0.0580927,81839,5.38238,0.958608,0.00702725,-0.0295783,0.00476488,-0.00525631,-0.00195059,0.00852842,0.0921278,0.00373547,-0.0146282,0.078453,13.2902,1.26095,1.25729,1.26888,1.2652,0.963452,-0.936442,-16.2808,-16.3839,1.34457,2.51824,2.53408
132.12,5.38387,0.965686,0.0276224,-0.058003,81845,5.38317,0.958647,0.00701644,-0.0295745,0.0047607,-0.00525785,-0.00195727,0.00852831,0.0917925,0.00350392,-0.0152622,0.081872,13.3942,1.31584,1.31203,1.32412,1.32028,1.00412,-0.978019,-16.9895,-17.0971,1.35509,2.62787,2.6444
132.13,5.38477,0.965718,0.0274665,-0.057911,81852,5.3841,0.958692,0.00700479,-0.02957,0.00475582,-0.00525964,-0.00196509,0.00852819,0.0916697,0.00353224,-0.0158265,0.0830959,13.5037,1.33553,1.33167,1.34394,1.34005,1.01886,-0.992818,-17.2438,-17.353,1.36617,2.6672,2.68398
132.14,5.38566,0.965751,0.0273073,-0.0578171,81859,5.38503,0.958737,0.00699368,-0.0295656,0.00475094,-0.00526145,-0.00197292,0.00852807,0.0915368,0.00356996,-0.0160537,0.0844179,13.6156,1.35679,1.35286,1.36532,1.36138,1.03486,-1.00875,-17.5183,-17.6292,1.37749,2.70965,2.7267
132.15,5.38655,0.965776,0.0271536,-0.0577246,81866,5.38595,0.958782,0.00698147,-0.0295612,0.00474605,-0.00526326,-0.00198076,0.00852796,0.0884103,0.000111209,-0.0153744,0.116618,13.7111,1.87305,1.86765,1.88485,1.87941,1.42413,-1.39579,-24.1839,-24.3374,1.38715,3.7407,3.76427
132.16,5.38745,0.965799,0.0270015,-0.0576269,81872,5.38675,0.958821,0.00696519,-0.0295575,0.00474187,-0.00526481,-0.0019875,0.00852784,0.0908726,-0.00244517,-0.0150138,0.0926945,13.8437,1.48822,1.48394,1.49759,1.49327,1.13664,-1.10602,-19.2152,-19.3369,1.40057,2.97216,2.99086
132.17,5.38836,0.965841,0.0268623,-0.0575428,81879,5.38767,0.958866,0.00695251,-0.0295531,0.00473698,-0.00526664,-0.00199538,0.00852772,0.0964495,0.00399435,-0.0141357,0.0352067,13.9727,0.566409,0.56478,0.569939,0.5683,0.4421,-0.414639,-7.31337,-7.35925,1.41362,1.13119,1.13824
132.18,5.38924,0.965872,0.0267059,-0.057452,81886,5.3886,0.958912,0.00694146,-0.0295487,0.00473209,-0.00526847,-0.00200328,0.0085276,0.0922389,0.00335072,-0.0158846,0.0774741,14.0592,1.24519,1.24162,1.25302,1.24942,0.952216,-0.924221,-16.0776,-16.1793,1.42236,2.48681,2.50244
132.19,5.39012,0.965901,0.0265673,-0.057365,81893,5.38953,0.958957,0.00692657,-0.0295443,0.00472721,-0.00527031,-0.00201119,0.00852748,0.0865136,0.00381446,-0.0141315,0.134588,14.1347,2.16248,2.15628,2.17611,2.16987,1.64196,-1.61259,-27.9212,-28.0984,1.43001,4.31875,4.34598
132.2,5.39101,0.965931,0.0264282,-0.0572743,81899,5.39032,0.958995,0.0069096,-0.0295405,0.00472302,-0.00527189,-0.00201798,0.00852736,0.0861498,0.00608552,-0.0133805,0.137627,14.2414,2.21171,2.20538,2.22566,2.21929,1.67843,-1.64975,-28.5571,-28.7384,1.4408,4.41709,4.44494
