t,x,y,theta,phi,sr_j,Psx,Psy,d,Cs,Cs1,Cs2,Cs3,d_ave,x_d1,x_d2,x_d3,nu1,nu2,torque_fl,torque_fr,torque_rl,torque_rr,lamda1,lambda2,lambda3,lambda4,Q_phi, Q_varphif, Q_varphir
0.82,-6.43046,-1.0613,-0.000509494,0.222397,181,-6.43152,-0.999961,-0.0613339,0.0169451,0.00480826,0.00201073,0.00108047,0.0601037,0.0926454,-0.00257673,0.0166231,0.0745091,35.2702,1.25709,1.27139,1.25844,1.27275,-8.74523,-1.4228,-16.3654,-16.3739,3.56829,2.52848,2.53118
0.83,-6.42953,-1.06133,-0.000342777,0.223771,183,-6.43077,-0.99996,-0.0613617,0.0169487,0.00480978,0.00201155,0.00108099,0.0601189,0.0926484,-0.00256803,0.0167934,0.0744861,35.0987,1.25638,1.27076,1.25895,1.27336,-8.68348,-1.34801,-16.3567,-16.3813,3.55094,2.52714,2.53231
0.84,-6.42861,-1.06135,-0.000174372,0.225128,186,-6.42964,-0.999959,-0.0613893,0.0169542,0.00481205,0.00201277,0.00108177,0.060134,0.0926527,-0.00255864,0.0169611,0.0744512,34.9138,1.25555,1.27001,1.25928,1.27378,-8.63025,-1.27949,-16.3465,-16.3863,3.53223,2.52556,2.53306
0.85,-6.42768,-1.06138,-4.30129e-06,0.226462,188,-6.42889,-0.999958,-0.0614169,0.0169578,0.00481357,0.00201359,0.0010823,0.0601491,0.0926554,-0.00254917,0.0171269,0.0744307,34.7165,1.25497,1.26952,1.25985,1.27445,-8.58131,-1.21333,-16.3396,-16.3945,3.51226,2.52449,2.5343
0.86,-6.42675,-1.0614,0.000167416,0.227782,191,-6.42776,-0.999956,-0.0614444,0.0169632,0.00481584,0.00201482,0.00108308,0.0601642,0.0926592,-0.00253934,0.0172907,0.0744004,34.5195,1.25426,1.26888,1.26026,1.27495,-8.53471,-1.14958,-16.3308,-16.4005,3.49233,2.52313,2.53522
0.87,-6.42583,-1.06143,0.000340758,0.229079,193,-6.42701,-0.999955,-0.0614719,0.0169668,0.00481736,0.00201563,0.0010836,0.0601792,0.0926617,-0.00252941,0.0174524,0.0743829,34.3315,1.25366,1.26836,1.26086,1.27564,-8.48297,-1.08271,-16.3236,-16.409,3.47332,2.52202,2.5365
0.88,-6.4249,-1.06146,0.000515704,0.230362,196,-6.42588,-0.999954,-0.0614992,0.0169723,0.00481963,0.00201686,0.00108439,0.0601942,0.0926651,-0.00251902,0.0176121,0.0743564,34.1308,1.253,1.26778,1.26132,1.2762,-8.43935,-1.02161,-16.3156,-16.4157,3.45301,2.52078,2.53752
0.89,-6.42397,-1.06148,0.000692237,0.231624,198,-6.42512,-0.999953,-0.0615265,0.0169759,0.00482115,0.00201768,0.00108491,0.0602092,0.0926674,-0.00250857,0.0177699,0.0743411,33.9322,1.25247,1.26733,1.26196,1.27693,-8.3935,-0.959129,-16.3093,-16.4246,3.43292,2.51981,2.53888
0.9,-6.42305,-1.06151,0.000870334,0.232871,201,-6.42399,-0.999952,-0.0615537,0.0169814,0.00482343,0.00201891,0.00108569,0.0602241,0.0926704,-0.00249775,0.0179257,0.0743183,33.7453,1.25179,1.26672,1.26245,1.27751,-8.34508,-0.896068,-16.3008,-16.4317,3.41402,2.51851,2.53995
0.91,-6.42212,-1.06153,0.00104998,0.234097,203,-6.42324,-0.999951,-0.0615807,0.016985,0.00482495,0.00201972,0.00108622,0.060239,0.0926725,-0.00248673,0.0180796,0.0743051,33.5423,1.2513,1.26631,1.26311,1.27826,-8.30248,-0.836418,-16.295,-16.4409,3.39348,2.51761,2.54136
0.92,-6.42119,-1.06156,0.00123115,0.23531,206,-6.42211,-0.999949,-0.0616077,0.0169904,0.00482723,0.00202095,0.001087,0.0602539,0.0926752,-0.00247544,0.0182316,0.0742854,33.3533,1.25065,1.26574,1.26364,1.27888,-8.25627,-0.775501,-16.2871,-16.4485,3.37435,2.51639,2.54252
0.93,-6.42027,-1.06159,0.00141382,0.236501,208,-6.42136,-0.999948,-0.0616346,0.0169941,0.00482875,0.00202177,0.00108753,0.0602688,0.0926771,-0.00246396,0.0183815,0.0742744,33.1664,1.2501,1.26526,1.2643,1.27963,-8.20783,-0.713333,-16.2804,-16.4578,3.35545,2.51536,2.54393
0.94,-6.41934,-1.06161,0.00159799,0.237678,211,-6.42023,-0.999947,-0.0616614,0.0169995,0.00483103,0.002023,0.00108831,0.0602836,0.0926795,-0.00245214,0.0185292,0.0742577,32.9947,1.2494,1.26463,1.26484,1.28025,-8.15531,-0.649645,-16.2718,-16.4654,3.33808,2.51403,2.5451
0.95,-6.41841,-1.06164,0.00178361,0.238833,213,-6.41948,-0.999946,-0.0616881,0.0170031,0.00483256,0.00202382,0.00108884,0.0602984,0.0926812,-0.0024401,0.0186751,0.0742486,32.7967,1.24893,1.26422,1.26553,1.28103,-8.11315,-0.59208,-16.2661,-16.4751,3.31804,2.51315,2.54657
0.96,-6.41749,-1.06166,0.00197069,0.239972,215,-6.41873,-0.999945,-0.0617147,0.0170068,0.00483408,0.00202465,0.00108936,0.0603131,0.0926833,-0.00242786,0.0188193,0.0742346,32.6044,1.24834,1.2637,1.26613,1.28171,-8.06886,-0.53402,-16.2588,-16.4834,3.29859,2.51204,2.54784
0.97,-6.41656,-1.06169,0.0021592,0.241099,218,-6.4176,-0.999943,-0.0617412,0.0170122,0.00483636,0.00202588,0.00109015,0.0603278,0.0926848,-0.00241543,0.0189617,0.0742275,32.4152,1.24786,1.2633,1.26683,1.2825,-8.02622,-0.477015,-16.2531,-16.4932,3.27944,2.51116,2.54934
0.98,-6.41563,-1.06171,0.00234911,0.242204,220,-6.41685,-0.999942,-0.0617675,0.0170159,0.00483789,0.0020267,0.00109068,0.0603425,0.0926867,-0.00240274,0.0191019,0.0742163,32.2448,1.24719,1.26269,1.26742,1.28318,-7.97353,-0.414911,-16.2447,-16.5015,3.2622,2.50987,2.5506
0.99,-6.41471,-1.06174,0.00254042,0.243295,223,-6.41572,-0.999941,-0.0617938,0.0170213,0.00484017,0.00202793,0.00109147,0.0603572,0.092688,-0.00238981,0.0192401,0.0742112,32.0715,1.24665,1.26221,1.26812,1.28396,-7.92518,-0.355501,-16.2381,-16.5112,3.24467,2.50886,2.55208
1,-6.41378,-1.06176,0.00273309,0.244365,225,-6.41497,-0.999939,-0.0618199,0.017025,0.0048417,0.00202875,0.00109199,0.0603718,0.0926896,-0.00237659,0.0193765,0.0742021,31.8865,1.24607,1.26171,1.26875,1.28467,-7.88036,-0.298854,-16.2311,-16.52,3.22595,2.50778,2.55343
1.01,-6.41285,-1.06179,0.00292712,0.245423,228,-6.41384,-0.999938,-0.061846,0.0170304,0.00484399,0.00202999,0.00109278,0.0603864,0.0926907,-0.00236328,0.0195112,0.0741987,31.7089,1.24558,1.26127,1.26947,1.28547,-7.83519,-0.242146,-16.225,-16.5299,3.20799,2.50685,2.55494
1.02,-6.41193,-1.06181,0.00312248,0.24646,230,-6.41309,-0.999937,-0.0618719,0.0170341,0.00484551,0.00203081,0.00109331,0.060401,0.0926922,-0.00234968,0.0196438,0.0741919,31.5416,1.24493,1.26069,1.2701,1.28618,-7.78379,-0.182523,-16.217,-16.5387,3.19107,2.50563,2.55628
1.03,-6.411,-1.06183,0.00331916,0.247484,233,-6.41196,-0.999935,-0.0618977,0.0170395,0.0048478,0.00203205,0.0010941,0.0604155,0.0926931,-0.00233587,0.0197747,0.0741901,31.3601,1.24447,1.2603,1.27083,1.28699,-7.74172,-0.128487,-16.2115,-16.5488,3.1727,2.50477,2.55783
1.04,-6.41007,-1.06186,0.00351713,0.248489,235,-6.41121,-0.999934,-0.0619233,0.0170432,0.00484933,0.00203287,0.00109463,0.06043,0.0926944,-0.00232187,0.0199038,0.0741854,31.1785,1.24394,1.25982,1.2715,1.28774,-7.69798,-0.0741018,-16.2049,-16.558,3.15433,2.50376,2.55924
1.05,-6.40915,-1.06188,0.00371639,0.249483,238,-6.41009,-0.999932,-0.0619489,0.0170486,0.00485162,0.00203411,0.00109542,0.0604445,0.0926951,-0.0023077,0.0200313,0.0741852,30.9976,1.2435,1.25944,1.27225,1.28856,-7.65684,-0.0214025,-16.1995,-16.5683,3.13603,2.50293,2.56081
1.06,-6.40822,-1.06191,0.00391691,0.250456,240,-6.40933,-0.999931,-0.0619743,0.0170523,0.00485315,0.00203493,0.00109595,0.0604589,0.0926962,-0.0022933,0.020157,0.0741827,30.8236,1.24294,1.25895,1.27292,1.28931,-7.61098,0.0334281,-16.1927,-16.5776,3.11842,2.50189,2.56224
1.07,-6.40729,-1.06193,0.00411867,0.251416,243,-6.40821,-0.999929,-0.0619996,0.0170578,0.00485544,0.00203617,0.00109674,0.0604733,0.0926968,-0.00227876,0.0202806,0.0741842,30.6706,1.24236,1.25842,1.27364,1.2901,-7.55869,0.0917216,-16.1854,-16.5874,3.10295,2.50079,2.56373
1.08,-6.40637,-1.06195,0.00432165,0.252356,245,-6.40746,-0.999928,-0.0620247,0.0170614,0.00485697,0.002037,0.00109727,0.0604877,0.0926977,-0.00226388,0.0204024,0.0741829,30.501,1.24181,1.25792,1.27431,1.29085,-7.51226,0.145993,-16.1785,-16.5967,3.08579,2.49973,2.56515
1.09,-6.40544,-1.06198,0.00452584,0.253282,247,-6.40671,-0.999927,-0.0620498,0.017065,0.0048585,0.00203782,0.0010978,0.060502,0.0926982,-0.00224886,0.0205228,0.0741855,30.3015,1.24148,1.25765,1.27509,1.2917,-7.47992,0.191979,-16.1746,-16.6074,3.0656,2.49913,2.56679
1.1,-6.40451,-1.062,0.00473123,0.254198,250,-6.40558,-0.999925,-0.0620747,0.0170705,0.0048608,0.00203906,0.00109859,0.0605163,0.0926988,-0.00223378,0.0206417,0.0741866,30.1287,1.241,1.25723,1.2758,1.29248,-7.43821,0.242863,-16.1687,-16.6171,3.04812,2.49823,2.56828
1.11,-6.40359,-1.06202,0.00493779,0.255092,252,-6.40483,-0.999924,-0.0620994,0.0170742,0.00486233,0.00203989,0.00109912,0.0605305,0.0926992,-0.00221851,0.0207584,0.0741909,29.9854,1.24037,1.25665,1.2765,1.29325,-7.38189,0.301857,-16.1608,-16.6267,3.03362,2.49702,2.56975
1.12,-6.40266,-1.06205,0.00514551,0.255974,255,-6.4037,-0.999922,-0.062124,0.0170796,0.00486462,0.00204113,0.00109991,0.0605448,0.0926997,-0.00220286,0.0208731,0.0741928,29.8309,1.2398,1.25613,1.27718,1.294,-7.33339,0.355724,-16.1536,-16.636,3.018,2.49592,2.57118
1.13,-6.40173,-1.06207,0.00535436,0.256837,257,-6.40295,-0.999921,-0.0621485,0.0170833,0.00486616,0.00204196,0.00110044,0.060559,0.0926999,-0.00218711,0.0209864,0.0741984,29.657,1.23937,1.25575,1.27793,1.29482,-7.29218,0.405222,-16.1483,-16.6463,3.0004,2.49511,2.57276
1.14,-6.40081,-1.06209,0.00556433,0.257688,260,-6.40183,-0.999919,-0.0621729,0.0170888,0.00486846,0.0020432,0.00110124,0.0605731,0.0927003,-0.00217123,0.0210977,0.0742024,29.514,1.23875,1.25519,1.2786,1.29557,-7.23985,0.460539,-16.1406,-16.6556,2.98593,2.49394,2.57417
1.15,-6.39988,-1.06211,0.00577541,0.25852,262,-6.40108,-0.999918,-0.062197,0.0170924,0.00486999,0.00204403,0.00110177,0.0605872,0.0927004,-0.0021551,0.0212074,0.0742089,29.3449,1.23831,1.25479,1.27935,1.29638,-7.19779,0.509692,-16.1351,-16.6657,2.96883,2.4931,2.57573
1.16,-6.39895,-1.06214,0.00598757,0.259341,265,-6.39995,-0.999916,-0.0622211,0.0170979,0.00487229,0.00204527,0.00110257,0.0606013,0.0927006,-0.00213888,0.0213155,0.0742143,29.1909,1.23779,1.25432,1.28005,1.29714,-7.15171,0.560662,-16.1285,-16.6753,2.95324,2.4921,2.57719
1.17,-6.39803,-1.06216,0.0062008,0.260143,267,-6.3992,-0.999915,-0.062245,0.0171016,0.00487382,0.0020461,0.0011031,0.0606154,0.0927005,-0.00212246,0.0214221,0.0742224,29.0215,1.23737,1.25395,1.2808,1.29796,-7.11103,0.608303,-16.1234,-16.6856,2.93611,2.49132,2.57877
1.18,-6.3971,-1.06218,0.00641509,0.260935,270,-6.39808,-0.999913,-0.0622688,0.0171071,0.00487613,0.00204734,0.00110389,0.0606294,0.0927006,-0.00210591,0.0215269,0.074229,28.8738,1.23683,1.25345,1.28149,1.29872,-7.06334,0.65944,-16.1166,-16.695,2.92116,2.49029,2.58021
1.19,-6.39617,-1.0622,0.00663041,0.261707,272,-6.39733,-0.999912,-0.0622924,0.0171107,0.00487766,0.00204817,0.00110442,0.0606434,0.0927005,-0.00208915,0.02163,0.0742379,28.7172,1.23635,1.25302,1.28222,1.29951,-7.01821,0.708822,-16.1106,-16.7049,2.90532,2.48937,2.58174
1.2,-6.39524,-1.06222,0.00684676,0.262471,275,-6.3962,-0.99991,-0.0623158,0.0171162,0.00487997,0.00204942,0.00110522,0.0606573,0.0927005,-0.0020722,0.0217317,0.0742457,28.542,1.236,1.25272,1.28297,1.30032,-6.98415,0.751454,-16.1062,-16.715,2.8876,2.48871,2.58328
1.21,-6.39432,-1.06224,0.00706411,0.263215,277,-6.39545,-0.999908,-0.0623391,0.0171199,0.0048815,0.00205025,0.00110576,0.0606712,0.0927002,-0.00205526,0.0218318,0.0742559,28.4024,1.23544,1.2522,1.28367,1.30108,-6.93255,0.803825,-16.0991,-16.7246,2.87347,2.48764,2.58475
1.22,-6.39339,-1.06227,0.00728245,0.263948,280,-6.39433,-0.999906,-0.0623623,0.0171253,0.00488381,0.0020515,0.00110655,0.0606851,0.0927001,-0.00203799,0.0219299,0.0742645,28.2585,1.23491,1.25171,1.28435,1.30183,-6.88566,0.852968,-16.0925,-16.7339,2.85891,2.48663,2.58618
1.23,-6.39246,-1.06229,0.00750176,0.264663,282,-6.39358,-0.999905,-0.0623852,0.017129,0.00488535,0.00205233,0.00110709,0.0606989,0.0926997,-0.00202058,0.0220267,0.0742754,28.0908,1.23454,1.25138,1.2851,1.30263,-6.84804,0.896611,-16.0879,-16.7441,2.84194,2.48592,2.58773
1.24,-6.39154,-1.06231,0.00772202,0.265369,285,-6.39245,-0.999903,-0.0624081,0.0171345,0.00488766,0.00205358,0.00110789,0.0607127,0.0926995,-0.00200313,0.022122,0.0742853,27.9476,1.23403,1.25092,1.28579,1.30338,-6.80202,0.944579,-16.0814,-16.7534,2.82746,2.48495,2.58917
1.25,-6.39061,-1.06233,0.00794323,0.266057,287,-6.3917,-0.999902,-0.0624307,0.0171382,0.0048892,0.00205441,0.00110842,0.0607264,0.0926991,-0.00198545,0.0222156,0.074297,27.79,1.23362,1.25054,1.28652,1.30417,-6.76103,0.989412,-16.0762,-16.7633,2.81151,2.48416,2.59068
1.26,-6.38968,-1.06235,0.00816537,0.266731,289,-6.39095,-0.9999,-0.0624533,0.0171418,0.00489074,0.00205524,0.00110895,0.0607401,0.0926987,-0.00196767,0.0223078,0.0743078,27.6355,1.23317,1.25013,1.28721,1.30492,-6.71917,1.03431,-16.0706,-16.7727,2.79588,2.4833,2.59213
1.27,-6.38876,-1.06237,0.00838841,0.267394,292,-6.38983,-0.999898,-0.0624756,0.0171473,0.00489305,0.00205649,0.00110975,0.0607538,0.0926982,-0.00194976,0.0223983,0.0743203,27.5017,1.23265,1.24965,1.2879,1.30566,-6.6708,1.0826,-16.064,-16.7821,2.78235,2.4823,2.59356
1.28,-6.38783,-1.06239,0.00861235,0.26804,294,-6.38908,-0.999897,-0.0624978,0.017151,0.00489459,0.00205733,0.00111029,0.0607674,0.0926978,-0.00193161,0.0224872,0.0743318,27.3457,1.23223,1.24927,1.28859,1.30641,-6.6309,1.12565,-16.0587,-16.7915,2.76657,2.4815,2.59501
1.29,-6.3869,-1.06241,0.00883717,0.268677,297,-6.38796,-0.999895,-0.0625198,0.0171565,0.0048969,0.00205858,0.00111109,0.060781,0.0926972,-0.00191343,0.0225748,0.0743451,27.1971,1.23182,1.2489,1.28931,1.30718,-6.59048,1.16875,-16.0536,-16.8011,2.75153,2.48072,2.59648
1.3,-6.38598,-1.06243,0.00906285,0.269297,299,-6.38721,-0.999893,-0.0625417,0.0171602,0.00489844,0.00205941,0.00111163,0.0607945,0.0926967,-0.00189509,0.022661,0.0743575,27.0412,1.23142,1.24853,1.29,1.30793,-6.55166,1.21054,-16.0485,-16.8105,2.73576,2.47996,2.59793
1.31,-6.38505,-1.06245,0.00928939,0.269907,302,-6.38608,-0.999891,-0.0625633,0.0171657,0.00490076,0.00206066,0.00111243,0.060808,0.092696,-0.00187665,0.0227455,0.0743712,26.9098,1.23092,1.24806,1.29067,1.30865,-6.50454,1.25671,-16.0421,-16.8195,2.72247,2.47898,2.59931
1.32,-6.38412,-1.06247,0.00951676,0.270499,304,-6.38534,-0.99989,-0.0625849,0.0171693,0.0049023,0.0020615,0.00111296,0.0608215,0.0926955,-0.00185797,0.0228283,0.074384,26.769,1.23044,1.24761,1.29132,1.30935,-6.46014,1.30091,-16.0359,-16.8284,2.70822,2.47805,2.60067
1.33,-6.3832,-1.06249,0.00974494,0.271081,307,-6.38421,-0.999887,-0.0626062,0.0171748,0.00490462,0.00206275,0.00111377,0.0608349,0.0926948,-0.00183924,0.0229097,0.0743981,26.6352,1.22996,1.24718,1.29199,1.31007,-6.41541,1.34501,-16.0299,-16.8374,2.69468,2.47714,2.60205
1.34,-6.38227,-1.06251,0.00997393,0.271647,309,-6.38346,-0.999886,-0.0626274,0.0171785,0.00490616,0.00206359,0.0011143,0.0608483,0.0926941,-0.00182035,0.0229896,0.0744119,26.4911,1.22953,1.24677,1.29265,1.31077,-6.37374,1.38699,-16.0243,-16.8463,2.6801,2.47629,2.60342
1.35,-6.38134,-1.06253,0.0102037,0.272203,312,-6.38234,-0.999884,-0.0626484,0.017184,0.00490848,0.00206484,0.00111511,0.0608616,0.0926934,-0.00180139,0.0230683,0.0744267,26.3521,1.22911,1.24638,1.29331,1.31149,-6.33252,1.42845,-16.019,-16.8553,2.66605,2.47549,2.60481
1.36,-6.38042,-1.06255,0.0104343,0.272744,314,-6.38159,-0.999882,-0.0626692,0.0171877,0.00491002,0.00206568,0.00111564,0.0608749,0.0926926,-0.00178228,0.0231455,0.0744411,26.2024,1.22872,1.24603,1.29398,1.3122,-6.29454,1.46771,-16.0141,-16.8643,2.6509,2.47475,2.60618
1.37,-6.37949,-1.06256,0.0106656,0.273275,317,-6.38047,-0.99988,-0.0626898,0.0171932,0.00491234,0.00206693,0.00111645,0.0608882,0.0926918,-0.00176311,0.0232213,0.0744563,26.0752,1.22824,1.24558,1.29462,1.31289,-6.24911,1.51086,-16.008,-16.8729,2.63803,2.47382,2.6075
1.38,-6.37856,-1.06258,0.0108977,0.27379,319,-6.37972,-0.999878,-0.0627103,0.0171969,0.00491389,0.00206777,0.00111699,0.0609014,0.0926911,-0.00174372,0.0232957,0.074471,25.9225,1.22789,1.24526,1.29527,1.31359,-6.21366,1.54804,-16.0036,-16.8817,2.62258,2.47315,2.60887
1.39,-6.37764,-1.0626,0.0111305,0.274297,322,-6.3786,-0.999876,-0.0627306,0.0172024,0.00491621,0.00206903,0.00111779,0.0609145,0.0926902,-0.00172433,0.0233689,0.0744867,25.7824,1.22751,1.24491,1.29593,1.31429,-6.1752,1.58665,-15.9987,-16.8905,2.60841,2.47242,2.61022
1.4,-6.37671,-1.06262,0.011364,0.274787,324,-6.37785,-0.999875,-0.0627507,0.0172061,0.00491776,0.00206987,0.00111833,0.0609276,0.0926894,-0.00170482,0.0234404,0.0745018,25.659,1.22699,1.24441,1.29652,1.31493,-6.1275,1.63006,-15.9919,-16.8985,2.59592,2.4714,2.61145
1.41,-6.37578,-1.06264,0.0115982,0.275267,327,-6.37673,-0.999872,-0.0627707,0.0172116,0.00492008,0.00207112,0.00111914,0.0609407,0.0926885,-0.00168511,0.0235104,0.0745172,25.5389,1.22648,1.24393,1.29711,1.31556,-6.08115,1.67236,-15.9854,-16.9065,2.58377,2.47041,2.61267
1.42,-6.37485,-1.06265,0.0118331,0.275732,329,-6.37598,-0.999871,-0.0627904,0.0172153,0.00492163,0.00207196,0.00111968,0.0609537,0.0926877,-0.00166528,0.0235791,0.0745327,25.3934,1.22612,1.24359,1.29774,1.31623,-6.04478,1.70874,-15.9808,-16.9149,2.56905,2.46971,2.61396
1.43,-6.37393,-1.06267,0.0120687,0.276185,331,-6.37523,-0.999869,-0.06281,0.017219,0.00492318,0.0020728,0.00112021,0.0609667,0.0926868,-0.00164545,0.0236467,0.0745487,25.2535,1.22574,1.24323,1.29835,1.31688,-6.00633,1.74602,-15.9759,-16.9232,2.5549,2.46897,2.61524
1.44,-6.373,-1.06269,0.012305,0.27663,334,-6.37411,-0.999867,-0.0628294,0.0172245,0.00492551,0.00207406,0.00112102,0.0609797,0.0926859,-0.00162549,0.0237129,0.0745646,25.1194,1.22535,1.24287,1.29896,1.31753,-5.968,1.7829,-15.9709,-16.9313,2.54133,2.46821,2.61648
1.45,-6.37207,-1.06271,0.0125419,0.277059,336,-6.37337,-0.999865,-0.0628486,0.0172282,0.00492706,0.0020749,0.00112156,0.0609925,0.092685,-0.00160543,0.0237777,0.0745806,24.9885,1.22491,1.24245,1.29954,1.31815,-5.92656,1.82121,-15.9653,-16.9391,2.52808,2.46737,2.61769
1.46,-6.37115,-1.06272,0.0127794,0.277479,339,-6.37224,-0.999863,-0.0628676,0.0172337,0.00492938,0.00207616,0.00112237,0.0610054,0.0926841,-0.00158527,0.0238411,0.0745964,24.8725,1.22441,1.24198,1.30009,1.31874,-5.88108,1.86142,-15.9588,-16.9465,2.51635,2.46639,2.61882
1.47,-6.37022,-1.06274,0.0130176,0.277883,341,-6.3715,-0.999861,-0.0628864,0.0172374,0.00493094,0.002077,0.00112291,0.0610182,0.0926832,-0.00156495,0.023903,0.0746123,24.7431,1.22398,1.24156,1.30065,1.31933,-5.84013,1.89878,-15.9532,-16.9541,2.50326,2.46554,2.61998
1.48,-6.36929,-1.06276,0.0132564,0.278281,344,-6.37038,-0.999859,-0.0629051,0.0172429,0.00493327,0.00207827,0.00112372,0.0610309,0.0926823,-0.00154456,0.0239639,0.0746284,24.606,1.22364,1.24125,1.30123,1.31995,-5.80545,1.93235,-15.9488,-16.9619,2.48938,2.46489,2.62118
1.49,-6.36837,-1.06277,0.0134958,0.278662,346,-6.36963,-0.999857,-0.0629236,0.0172466,0.00493482,0.00207911,0.00112426,0.0610436,0.0926813,-0.00152416,0.0240234,0.0746447,24.4839,1.22318,1.2408,1.30177,1.32052,-5.76219,1.97043,-15.9428,-16.9691,2.47703,2.46398,2.62229
1.5,-6.36744,-1.06279,0.0137357,0.279035,349,-6.36851,-0.999855,-0.0629418,0.0172521,0.00493715,0.00208037,0.00112507,0.0610563,0.0926804,-0.0015036,0.0240815,0.0746606,24.3656,1.22272,1.24036,1.30229,1.32108,-5.71997,2.00756,-15.9369,-16.9761,2.46507,2.46308,2.62337
1.51,-6.36651,-1.0628,0.0139763,0.279393,351,-6.36776,-0.999853,-0.0629599,0.0172558,0.0049387,0.00208121,0.00112561,0.0610689,0.0926794,-0.00148291,0.0241384,0.0746768,24.2295,1.22236,1.24002,1.30284,1.32166,-5.68428,2.04077,-15.9323,-16.9834,2.45129,2.46238,2.6245
1.52,-6.36559,-1.06282,0.0142174,0.279745,354,-6.36664,-0.99985,-0.0629778,0.0172614,0.00494104,0.00208248,0.00112643,0.0610815,0.0926785,-0.00146222,0.0241942,0.074693,24.1038,1.22197,1.23965,1.30337,1.32222,-5.64647,2.07489,-15.9272,-16.9905,2.43859,2.46162,2.62559
1.53,-6.36466,-1.06283,0.014459,0.280081,356,-6.36589,-0.999849,-0.0629955,0.017265,0.00494259,0.00208332,0.00112697,0.061094,0.0926776,-0.00144141,0.0242487,0.0747091,23.9727,1.22159,1.23929,1.30389,1.32278,-5.60952,2.10822,-15.9223,-16.9975,2.42531,2.46088,2.62666
1.54,-6.36373,-1.06285,0.0147012,0.280409,359,-6.36477,-0.999846,-0.063013,0.0172706,0.00494493,0.00208459,0.00112778,0.0611064,0.0926766,-0.00142058,0.0243018,0.074725,23.8712,1.22104,1.23875,1.30435,1.32326,-5.56166,2.1473,-15.9151,-17.0037,2.41505,2.4598,2.62761
1.55,-6.36281,-1.06286,0.0149439,0.280722,361,-6.36403,-0.999844,-0.0630303,0.0172743,0.00494648,0.00208543,0.00112832,0.0611188,0.0926757,-0.00139951,0.0243536,0.0747406,23.7384,1.22068,1.23841,1.30484,1.32379,-5.5266,2.17892,-15.9104,-17.0103,2.40162,2.45909,2.62864
1.56,-6.36188,-1.06288,0.0151871,0.281028,364,-6.36291,-0.999842,-0.0630474,0.0172798,0.00494882,0.0020867,0.00112914,0.0611312,0.0926747,-0.00137849,0.0244044,0.0747567,23.6184,1.22028,1.23802,1.30533,1.32431,-5.48833,2.21211,-15.9052,-17.0168,2.38948,2.4583,2.62964
1.57,-6.36095,-1.06289,0.0154309,0.281319,366,-6.36216,-0.99984,-0.0630643,0.0172835,0.00495038,0.00208754,0.00112968,0.0611435,0.0926738,-0.00135739,0.0244538,0.0747725,23.5087,1.21977,1.23753,1.30577,1.32477,-5.44369,2.2485,-15.8986,-17.0227,2.37838,2.4573,2.63054
1.58,-6.36003,-1.06291,0.0156751,0.281602,369,-6.36104,-0.999837,-0.0630811,0.0172891,0.00495272,0.00208881,0.00113049,0.0611558,0.0926729,-0.00133613,0.0245018,0.0747882,23.395,1.21934,1.2371,1.30622,1.32525,-5.40367,2.28202,-15.8929,-17.0287,2.36687,2.45644,2.63147
1.59,-6.3591,-1.06292,0.0159197,0.281871,371,-6.36029,-0.999836,-0.0630976,0.0172928,0.00495428,0.00208966,0.00113104,0.061168,0.0926719,-0.00131483,0.0245488,0.074804,23.2717,1.21894,1.23672,1.30667,1.32573,-5.36633,2.31377,-15.8877,-17.0348,2.3544,2.45566,2.6324
1.6,-6.35817,-1.06294,0.0161649,0.282133,374,-6.35917,-0.999833,-0.0631139,0.0172983,0.00495662,0.00209093,0.00113185,0.0611802,0.092671,-0.00129348,0.0245947,0.0748198,23.1478,1.21859,1.23638,1.30713,1.32621,-5.33199,2.3436,-15.8831,-17.0409,2.34186,2.45497,2.63334
1.61,-6.35725,-1.06295,0.0164104,0.282381,376,-6.35843,-0.999831,-0.06313,0.017302,0.00495818,0.00209177,0.0011324,0.0611923,0.0926701,-0.00127209,0.0246393,0.0748353,23.0378,1.21811,1.23591,1.30754,1.32664,-5.28954,2.37764,-15.8769,-17.0463,2.33073,2.45403,2.63418
1.62,-6.35632,-1.06296,0.0166565,0.282622,379,-6.35731,-0.999829,-0.063146,0.0173075,0.00496052,0.00209304,0.00113321,0.0612043,0.0926692,-0.00125056,0.0246827,0.0748505,22.922,1.21771,1.23552,1.30795,1.32708,-5.25247,2.40837,-15.8716,-17.0519,2.31902,2.45323,2.63503
1.63,-6.3554,-1.06298,0.0169029,0.282849,381,-6.35656,-0.999827,-0.0631617,0.0173113,0.00496208,0.00209389,0.00113376,0.0612163,0.0926683,-0.00122897,0.0247251,0.0748658,22.7936,1.21737,1.23519,1.30838,1.32753,-5.21953,2.43657,-15.8672,-17.0576,2.30602,2.45257,2.63591
1.64,-6.35447,-1.06299,0.0171498,0.283071,384,-6.35544,-0.999824,-0.0631772,0.0173168,0.00496442,0.00209516,0.00113457,0.0612283,0.0926675,-0.00120739,0.0247665,0.0748809,22.6798,1.21697,1.2348,1.30877,1.32795,-5.18248,2.46678,-15.8619,-17.0629,2.29452,2.45177,2.63672
